checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted
None,18,Critical_acct_other_loans_existing,radio/television,1169,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,29,none,own,n22,skilled_employee/official,1,Yes,yes,2
None,36,Delay_in_past,used_car,8947,Unknown_or_no_savings_acct,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,31,stores,own,1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
<0DM,21,Existing_loans_paid_till_now,radio/television,2606,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,28,none,rent,b1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,12,Critical_acct_other_loans_existing,furniture/equipment,1592,>1000DM,4_to_7yrs,3,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,35,none,own,t1,skilled_employee/official,1,No,no,2
None,15,Existing_loans_paid_till_now,furniture/equipment,2186,Unknown_or_no_savings_acct,4_to_7yrs,1,female_divorced/separated/married,None,4,real_estate,33,bank,rent,f1,unskilled_resident,1,No,yes,2
<0DM,18,Existing_loans_paid_till_now,furniture/equipment,4153,<100DM,1_to_4yrs,2,male_single,co-applicant,3,car_or_other_nonsavings,42,none,own,f1,skilled_employee/official,1,No,yes,1
<0DM,16,Critical_acct_other_loans_existing,new_car,2625,<100DM,>7yrs,2,male_single,guarantor,4,building_society_savings_agreement/life_insurance,43,bank,rent,e1,skilled_employee/official,1,Yes,yes,1
None,20,Critical_acct_other_loans_existing,new_car,3485,Unknown_or_no_savings_acct,<1yr,2,male_divorced/separated,None,4,real_estate,44,none,own,n22,skilled_employee/official,1,Yes,yes,2
None,36,Critical_acct_other_loans_existing,used_car,10477,Unknown_or_no_savings_acct,>7yrs,2,male_single,None,4,unknown/no_property,42,none,for_free,n22,skilled_employee/official,1,No,yes,2
None,15,Existing_loans_paid_till_now,radio/television,1386,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,2,real_estate,40,none,rent,n1,skilled_employee/official,1,Yes,yes,2
None,24,Existing_loans_paid_till_now,radio/television,1278,<100DM,>7yrs,4,male_single,None,1,real_estate,36,none,own,k1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,radio/television,1107,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,20,none,rent,1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
<0DM,21,Existing_loans_paid_till_now,new_car,3763,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,co-applicant,2,real_estate,24,none,own,1,unskilled_resident,1,No,no,2
0_to_200DM,36,Existing_loans_paid_till_now,education,3711,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,27,none,own,x1,skilled_employee/official,1,No,yes,2
None,15,Delay_in_past,used_car,3594,<100DM,<1yr,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,46,none,own,22,unskilled_resident,1,No,yes,2
0_to_200DM,9,Existing_loans_paid_till_now,new_car,3195,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,2,real_estate,33,none,own,dq1,unskilled_resident,1,No,yes,2
None,36,Delay_in_past,radio/television,4454,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,34,none,own,22,skilled_employee/official,1,No,yes,2
0_to_200DM,24,Critical_acct_other_loans_existing,furniture/equipment,4736,<100DM,<1yr,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,bank,own,ih1,unskilled_resident,1,No,yes,1
0_to_200DM,30,Existing_loans_paid_till_now,radio/television,2991,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,none,own,qs1,skilled_employee/official,1,No,yes,2
None,11,Existing_loans_paid_till_now,business,2142,>1000DM,>7yrs,1,male_divorced/separated,None,2,real_estate,28,none,own,yl1,skilled_employee/official,1,Yes,yes,2
<0DM,24,All_loans_paid_duly,business,3161,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,31,none,rent,1,skilled_employee/official,1,Yes,yes,1
0_to_200DM,48,No_loans_taken_or_all_paid,other,18424,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,32,bank,own,b1,management_self-employed_highly_qualified/officer,1,Yes,no,1
None,10,Existing_loans_paid_till_now,used_car,2848,100_to_500DM,1_to_4yrs,1,male_single,co-applicant,2,real_estate,32,none,own,hv1,skilled_employee/official,2,No,yes,2
<0DM,6,Existing_loans_paid_till_now,new_car,14896,<100DM,>7yrs,1,male_single,None,4,unknown/no_property,68,bank,own,ro1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
<0DM,24,Existing_loans_paid_till_now,furniture/equipment,2359,100_to_500DM,unemployed,1,male_divorced/separated,None,1,building_society_savings_agreement/life_insurance,33,none,own,n1,skilled_employee/official,1,No,yes,1
<0DM,24,Existing_loans_paid_till_now,furniture/equipment,3345,<100DM,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,39,none,rent,bv1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,18,Critical_acct_other_loans_existing,furniture/equipment,1817,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,unknown/no_property,28,none,own,x22,skilled_employee/official,1,No,yes,2
None,48,Delay_in_past,radio/television,12749,500_to_1000DM,4_to_7yrs,4,male_single,None,1,car_or_other_nonsavings,37,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,9,Existing_loans_paid_till_now,radio/television,1366,<100DM,<1yr,3,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,none,rent,af1,skilled_employee/official,1,No,yes,1
0_to_200DM,12,Existing_loans_paid_till_now,new_car,2002,<100DM,4_to_7yrs,3,male_single,None,4,building_society_savings_agreement/life_insurance,30,none,rent,1,skilled_employee/official,2,Yes,yes,2
<0DM,24,All_loans_paid_duly,furniture/equipment,6872,<100DM,<1yr,2,male_divorced/separated,None,1,building_society_savings_agreement/life_insurance,55,bank,own,f1,skilled_employee/official,1,Yes,yes,1
<0DM,12,All_loans_paid_duly,new_car,697,<100DM,<1yr,4,male_single,None,2,car_or_other_nonsavings,46,bank,own,k22,skilled_employee/official,1,Yes,yes,1
<0DM,18,Critical_acct_other_loans_existing,furniture/equipment,1049,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,21,none,rent,q1,skilled_employee/official,1,No,yes,2
<0DM,48,Existing_loans_paid_till_now,used_car,10297,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,39,stores,for_free,bs333,skilled_employee/official,2,Yes,yes,1
None,30,Existing_loans_paid_till_now,radio/television,1867,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,58,none,own,v1,skilled_employee/official,1,Yes,yes,2
<0DM,12,Delay_in_past,new_car,1344,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,43,none,own,b22,unskilled_resident,2,No,yes,2
<0DM,24,Existing_loans_paid_till_now,furniture/equipment,1747,<100DM,<1yr,4,male_single,co-applicant,1,building_society_savings_agreement/life_insurance,24,none,own,p1,unskilled_resident,1,No,no,2
0_to_200DM,9,Existing_loans_paid_till_now,radio/television,1670,<100DM,<1yr,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,22,none,own,e1,skilled_employee/official,1,Yes,yes,1
None,9,Critical_acct_other_loans_existing,new_car,1224,<100DM,1_to_4yrs,3,male_single,None,1,real_estate,30,none,own,22,skilled_employee/official,1,No,yes,2
None,12,Critical_acct_other_loans_existing,radio/television,522,500_to_1000DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,42,none,own,q22,skilled_employee/official,2,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,radio/television,1498,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,23,bank,own,1,skilled_employee/official,1,No,yes,2
0_to_200DM,30,Delay_in_past,radio/television,1919,100_to_500DM,<1yr,4,male_single,None,3,unknown/no_property,30,stores,own,a22,management_self-employed_highly_qualified/officer,1,No,yes,1
>200DM,9,Existing_loans_paid_till_now,radio/television,745,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,28,none,own,1,unskilled_resident,1,No,yes,1
0_to_200DM,6,Existing_loans_paid_till_now,radio/television,2063,<100DM,<1yr,4,male_married/widowed,None,3,car_or_other_nonsavings,30,none,rent,r1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,60,Existing_loans_paid_till_now,education,6288,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,42,none,for_free,hg1,skilled_employee/official,1,No,yes,1
None,24,Critical_acct_other_loans_existing,used_car,6842,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,46,none,own,j22,management_self-employed_highly_qualified/officer,2,Yes,yes,2
None,12,Existing_loans_paid_till_now,new_car,3527,Unknown_or_no_savings_acct,<1yr,2,male_single,None,3,building_society_savings_agreement/life_insurance,45,none,own,i1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
None,10,Existing_loans_paid_till_now,new_car,1546,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,31,none,own,1,unskilled_resident,2,No,no,2
None,24,Existing_loans_paid_till_now,furniture/equipment,929,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,31,stores,own,e1,skilled_employee/official,1,Yes,yes,2
None,4,Critical_acct_other_loans_existing,new_car,1455,<100DM,4_to_7yrs,2,male_single,None,1,real_estate,42,none,own,vyc333,unskilled_resident,2,No,yes,2
<0DM,15,Existing_loans_paid_till_now,furniture/equipment,1845,<100DM,<1yr,4,female_divorced/separated/married,guarantor,1,building_society_savings_agreement/life_insurance,46,none,rent,bc1,skilled_employee/official,1,No,yes,2
0_to_200DM,48,No_loans_taken_or_all_paid,new_car,8358,500_to_1000DM,<1yr,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,30,none,own,ic22,skilled_employee/official,1,No,yes,2
<0DM,24,All_loans_paid_duly,furniture/equipment,3349,500_to_1000DM,<1yr,4,male_single,None,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,2,Yes,yes,1
None,12,Existing_loans_paid_till_now,new_car,2859,Unknown_or_no_savings_acct,unemployed,4,male_single,None,4,unknown/no_property,38,none,own,wd1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,18,Existing_loans_paid_till_now,furniture/equipment,1533,<100DM,<1yr,4,male_married/widowed,co-applicant,1,building_society_savings_agreement/life_insurance,43,none,own,1,unskilled_resident,2,No,yes,1
None,24,Existing_loans_paid_till_now,radio/television,3621,100_to_500DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,31,none,own,p22,skilled_employee/official,1,No,yes,1
0_to_200DM,18,Critical_acct_other_loans_existing,business,3590,<100DM,unemployed,3,male_married/widowed,None,3,car_or_other_nonsavings,40,none,own,h333,unemployed/unskilled_nonresident,2,Yes,yes,2
<0DM,36,Delay_in_past,business,2145,<100DM,4_to_7yrs,2,male_single,None,1,car_or_other_nonsavings,24,none,own,22,skilled_employee/official,1,Yes,yes,1
0_to_200DM,24,Existing_loans_paid_till_now,used_car,4113,500_to_1000DM,<1yr,3,female_divorced/separated/married,None,4,car_or_other_nonsavings,28,none,rent,1,skilled_employee/official,1,No,yes,1
None,36,Existing_loans_paid_till_now,furniture/equipment,10974,<100DM,unemployed,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,26,none,own,hx22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
<0DM,12,Existing_loans_paid_till_now,new_car,1893,<100DM,1_to_4yrs,4,female_divorced/separated/married,guarantor,4,building_society_savings_agreement/life_insurance,29,none,own,1,skilled_employee/official,1,Yes,yes,2
<0DM,24,Critical_acct_other_loans_existing,radio/television,1231,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,57,none,rent,22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
>200DM,30,Critical_acct_other_loans_existing,radio/television,3656,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,49,stores,own,re22,unskilled_resident,1,No,yes,2
0_to_200DM,9,Critical_acct_other_loans_existing,radio/television,1154,<100DM,>7yrs,2,male_single,None,4,real_estate,37,none,own,333,unskilled_resident,1,No,yes,2
<0DM,28,Existing_loans_paid_till_now,new_car,4006,<100DM,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,45,none,own,1,unskilled_resident,1,No,yes,1
0_to_200DM,24,Existing_loans_paid_till_now,furniture/equipment,3069,100_to_500DM,>7yrs,4,male_single,None,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,1,No,yes,2
None,6,Critical_acct_other_loans_existing,radio/television,1740,<100DM,>7yrs,2,male_married/widowed,None,2,real_estate,30,none,rent,l22,skilled_employee/official,1,No,yes,2
0_to_200DM,21,Delay_in_past,new_car,2353,<100DM,1_to_4yrs,1,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,47,none,own,v22,skilled_employee/official,1,No,yes,2
None,15,Existing_loans_paid_till_now,new_car,3556,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,2,unknown/no_property,29,none,own,m1,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,radio/television,2397,500_to_1000DM,>7yrs,3,male_single,None,2,car_or_other_nonsavings,35,bank,own,22,skilled_employee/official,1,Yes,yes,1
0_to_200DM,6,Existing_loans_paid_till_now,repairs,454,<100DM,<1yr,3,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,22,none,own,sf1,unskilled_resident,1,No,yes,2
0_to_200DM,30,Existing_loans_paid_till_now,radio/television,1715,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,26,none,own,t1,skilled_employee/official,1,No,yes,2
0_to_200DM,27,Critical_acct_other_loans_existing,radio/television,2520,500_to_1000DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,23,none,own,b22,unskilled_resident,1,No,yes,1
None,15,Existing_loans_paid_till_now,radio/television,3568,<100DM,>7yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,54,bank,rent,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,42,Existing_loans_paid_till_now,radio/television,7166,Unknown_or_no_savings_acct,4_to_7yrs,2,male_married/widowed,None,4,building_society_savings_agreement/life_insurance,29,none,rent,m1,skilled_employee/official,1,Yes,yes,2
<0DM,11,Critical_acct_other_loans_existing,new_car,3939,<100DM,1_to_4yrs,1,male_single,None,2,real_estate,40,none,own,b22,unskilled_resident,2,No,yes,2
0_to_200DM,15,Existing_loans_paid_till_now,repairs,1514,100_to_500DM,1_to_4yrs,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,new_car,7393,<100DM,1_to_4yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,43,none,own,ng1,unskilled_resident,2,No,yes,2
<0DM,24,All_loans_paid_duly,new_car,1193,<100DM,unemployed,1,female_divorced/separated/married,co-applicant,4,unknown/no_property,29,none,rent,v22,unemployed/unskilled_nonresident,1,No,yes,1
<0DM,60,Existing_loans_paid_till_now,business,7297,<100DM,>7yrs,4,male_single,co-applicant,4,unknown/no_property,36,none,rent,1,skilled_employee/official,1,No,yes,1
None,30,Critical_acct_other_loans_existing,radio/television,2831,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,33,none,own,re1,skilled_employee/official,1,Yes,yes,2
>200DM,24,Existing_loans_paid_till_now,radio/television,1258,500_to_1000DM,1_to_4yrs,3,female_divorced/separated/married,None,3,car_or_other_nonsavings,57,none,own,hl1,unskilled_resident,1,No,yes,2
0_to_200DM,6,Existing_loans_paid_till_now,radio/television,753,<100DM,1_to_4yrs,2,female_divorced/separated/married,guarantor,3,real_estate,64,none,own,fm1,skilled_employee/official,1,No,yes,2
0_to_200DM,18,Delay_in_past,business,2427,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,42,none,own,22,skilled_employee/official,1,No,yes,2
None,24,Delay_in_past,new_car,2538,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,47,none,own,u22,unskilled_resident,2,No,yes,1
0_to_200DM,15,All_loans_paid_duly,new_car,1264,100_to_500DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,25,none,rent,lv1,skilled_employee/official,1,No,yes,1
0_to_200DM,30,Critical_acct_other_loans_existing,furniture/equipment,8386,<100DM,4_to_7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,49,none,own,m1,skilled_employee/official,1,No,yes,1
None,48,Existing_loans_paid_till_now,business,4844,<100DM,unemployed,3,male_single,None,2,car_or_other_nonsavings,33,bank,rent,eo1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
>200DM,21,Existing_loans_paid_till_now,new_car,2923,100_to_500DM,1_to_4yrs,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,bank,own,lk1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,36,Existing_loans_paid_till_now,used_car,8229,<100DM,1_to_4yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,26,none,own,ul1,skilled_employee/official,2,No,yes,1
None,24,Critical_acct_other_loans_existing,furniture/equipment,2028,<100DM,4_to_7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,30,none,own,u22,unskilled_resident,1,No,yes,2
<0DM,15,Critical_acct_other_loans_existing,furniture/equipment,1433,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,25,none,rent,jw22,skilled_employee/official,1,No,yes,2
